Timecode	Success	Fail	avgTime
2016-03-13T05:20:01	20	0	0.0442214488983154
2016-03-13T05:22:02	20	0	0.045652449131012
2016-03-13T05:24:01	20	0	0.0443845272064209
2016-03-13T05:26:01	20	0	0.0446385502815247
2016-03-13T05:28:01	20	0	0.0439448356628418
2016-03-13T05:30:01	20	0	0.042962646484375
2016-03-13T05:32:02	20	0	0.04391188621521
2016-03-13T05:34:01	20	0	0.0421894907951355
2016-03-13T05:36:01	20	0	0.043443238735199
2016-03-13T05:38:01	20	0	0.0429395079612732
2016-03-13T05:40:01	20	0	0.0559155583381653
2016-03-13T05:42:02	20	0	0.0443900108337402
2016-03-13T05:44:01	20	0	0.0419172406196594
2016-03-13T05:46:01	20	0	0.0466934323310852
2016-03-13T05:48:01	20	0	0.0434350371360779
2016-03-13T05:50:02	20	0	0.0423169612884522
2016-03-13T05:52:02	20	0	0.0523205518722534
2016-03-13T05:54:01	20	0	0.043927264213562
2016-03-13T05:56:01	20	0	0.0442948460578918
2016-03-13T05:58:01	20	0	0.0416106104850769
2016-03-13T06:00:02	20	0	0.0431392669677734
2016-03-13T06:02:01	20	0	0.0429363012313843
2016-03-13T06:04:01	20	0	0.0442438244819641
2016-03-13T06:06:01	20	0	0.043785572052002
2016-03-13T06:08:01	20	0	0.046828556060791
